ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
44,RHODE ISLAND,RI,44005,Newport,44005041200,"Census Tract 412, Newport County, Rhode Island",0.548895730668,2321,141,254,47,228,48,177,110,73,57,38101,8867,74,44,20,20,280,76,90,55,53,44,707,208,0,52,76,37,0,13,0,18,79,44,1632,13,25.7,13.5,20.5,13.9,38101.0,8867.0,5.6,3.5,0.9,0.9,12.1,3.2,14.5,8.2,23.2,18.7,30.5,8.8,0.0,2.4,29.9,13.8,0.0,13.7,0.0,8.1,34.6,14.5,70.3,4.3,0.8285,1.0,0.3724,0.2218,2.4227,0.6862,0.0,0.0711,0.6025,0.9456,1.6192,0.2176,0.682,0.0,0.682,0.3347,0.9456,0.0,0.0,0.9707,0.9916,2.9079,0.8243,7.6318,0.6234,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,3,5,61,66,9.8,9.8,2258
44,RHODE ISLAND,RI,44007,Providence,44007011301,"Census Tract 113.01, Providence County, Rhode Island",2.729955040508,4672,197,1935,67,1833,86,494,200,205,86,33712,2307,335,105,928,88,899,130,637,146,148,91,671,359,126,84,85,64,11,20,11,21,140,77,1,3,10.6,4.3,8.0,3.4,33712.0,2307.0,9.9,3.1,19.9,1.8,19.2,2.7,13.6,3.1,8.1,5.0,14.4,7.7,2.8,1.9,4.4,3.3,0.6,1.0,0.6,1.2,7.6,4.2,0.0,0.1,0.5439,0.7531,0.5146,0.5356,2.3472,0.6444,0.6946,0.4895,0.5021,0.5481,2.2343,0.6611,0.4686,0.6151,1.0837,0.569,0.3389,0.7866,0.3515,0.5272,0.0,2.0042,0.4393,7.6694,0.6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,52,1.6,1.1,4204
44,RHODE ISLAND,RI,44003,Kent,44003020602,"Census Tract 206.02, Kent County, Rhode Island",2.51760318763,3298,316,1688,71,1614,94,486,181,92,52,33169,4138,361,109,684,118,410,161,767,193,87,57,336,445,58,69,0,18,399,93,58,54,64,52,6,4,14.8,5.6,5.0,2.9,33169.0,4138.0,14.2,4.3,20.7,3.9,12.4,4.7,23.3,6.0,5.4,3.5,10.2,13.5,1.9,2.2,0.0,1.1,23.6,5.4,3.6,3.4,4.0,3.2,0.2,0.1,0.6527,0.3891,0.5314,0.6778,2.251,0.6109,0.7322,0.0921,0.9833,0.3682,2.1758,0.6151,0.3389,0.5272,0.8661,0.4519,0.0,1.0,0.8117,0.3389,0.251,2.4016,0.6067,7.6945,0.6318,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,303,148,9.2,4.5,3163
44,RHODE ISLAND,RI,44005,Newport,44005041601,"Census Tract 416.01, Newport County, Rhode Island",1.047553413504,3311,243,1565,67,1473,90,366,260,135,99,33276,5375,306,84,605,121,626,125,485,117,211,103,161,361,44,58,136,53,10,16,12,24,128,74,0,13,11.1,7.6,7.8,5.8,33276.0,5375.0,12.1,3.3,18.3,3.9,18.9,3.5,14.6,3.4,14.3,7.0,4.9,10.9,1.4,1.9,8.7,3.4,0.6,1.0,0.8,1.7,8.7,5.0,0.0,0.4,0.5523,0.7197,0.5272,0.5983,2.3975,0.6778,0.636,0.4519,0.6151,0.7782,2.4812,0.8159,0.0669,0.4435,0.5104,0.2469,0.5021,0.7866,0.4435,0.5732,0.0,2.3054,0.5649,7.6945,0.6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,75,2.0,2.3,1390
44,RHODE ISLAND,RI,44007,Providence,44007011701,"Census Tract 117.01, Providence County, Rhode Island",1.866817455774,4713,452,1975,94,1751,121,879,463,187,89,29021,3842,286,101,989,173,1046,197,657,161,210,102,642,660,73,75,137,53,0,13,0,18,126,64,13,14,18.8,8.7,8.1,3.9,29021.0,3842.0,9.1,3.1,21.0,3.4,22.2,3.6,14.0,3.2,12.0,5.8,13.6,13.9,1.6,1.6,6.9,2.7,0.0,1.9,0.0,1.1,7.2,3.6,0.3,0.3,0.7364,0.7615,0.6653,0.5021,2.6653,0.7364,0.7615,0.7448,0.5649,0.7197,2.7909,0.9498,0.4435,0.4937,0.9372,0.4937,0.4393,0.0,0.0,0.5021,0.3682,1.3096,0.159,7.703,0.6402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,85,3.6,1.8,2631
44,RHODE ISLAND,RI,44007,Providence,44007017500,"Census Tract 175, Providence County, Rhode Island",0.495194733998,2944,281,1453,82,1274,100,400,166,173,91,30408,3726,293,110,380,103,587,159,590,129,162,65,737,403,42,61,22,37,0,13,0,18,127,82,25,30,13.6,5.6,9.9,5.0,30408.0,3726.0,13.7,4.8,12.9,3.9,19.9,5.1,20.0,4.5,12.7,5.0,25.0,13.5,1.5,2.2,1.5,2.6,0.0,2.5,0.0,1.4,10.0,6.2,0.8,1.0,0.6192,0.8787,0.6109,0.6485,2.7573,0.749,0.2845,0.5565,0.9121,0.7322,2.4853,0.8201,0.6192,0.4644,1.0836,0.5649,0.1925,0.0,0.0,0.6151,0.5858,1.3934,0.1925,7.7196,0.6444,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,234,110,7.9,3.6,1607
44,RHODE ISLAND,RI,44007,Providence,44007011500,"Census Tract 115, Providence County, Rhode Island",4.238192232944,6581,464,2793,132,2544,136,711,296,228,111,44529,10424,399,173,1237,266,1587,256,948,326,368,154,518,666,18,75,622,200,0,18,18,34,247,102,188,135,11.1,4.7,6.6,3.3,44529.0,10424.0,8.7,3.5,18.8,3.7,24.1,3.5,14.8,4.7,14.5,6.0,7.9,10.1,0.3,1.2,22.3,7.1,0.0,1.3,0.7,1.3,9.7,4.0,2.9,2.0,0.5523,0.5983,0.1883,0.4561,1.795,0.4686,0.6527,0.8201,0.6276,0.7824,2.8828,0.9623,0.2259,0.1925,0.4184,0.1883,0.8494,0.0,0.3975,0.6067,0.7908,2.6444,0.7322,7.7406,0.6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,93,1.7,1.4,5574
44,RHODE ISLAND,RI,44007,Providence,44007001500,"Census Tract 15, Providence County, Rhode Island",0.542634314534,3127,345,1045,65,936,86,599,269,168,113,26999,9830,292,128,249,77,704,155,391,145,75,59,2322,431,433,165,0,18,0,13,8,20,46,41,5,3,19.2,8.7,9.6,5.9,26999.0,9830.0,14.4,5.8,8.0,2.3,22.5,4.3,12.5,4.3,8.0,6.3,74.3,11.1,14.7,5.3,0.0,1.8,0.0,3.5,0.9,2.2,4.9,4.4,0.2,0.1,0.7406,0.8577,0.7406,0.6862,3.0251,0.8243,0.0837,0.7615,0.4351,0.5397,1.82,0.3473,0.8954,0.9079,1.8033,0.8996,0.0,0.0,0.4728,0.3891,0.251,1.1129,0.1046,7.7613,0.6527,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,431,196,13.8,6.1,3938
44,RHODE ISLAND,RI,44007,Providence,44007001100,"Census Tract 11, Providence County, Rhode Island",0.191164505628,2331,325,1337,64,1010,94,592,211,120,77,29340,5121,220,104,192,78,303,149,290,121,41,37,852,449,140,97,255,84,0,13,21,23,169,77,5,3,25.4,8.3,7.9,4.5,29340.0,5121.0,13.5,5.3,8.2,3.7,13.0,6.1,12.4,5.1,4.1,3.7,36.6,18.6,6.4,4.4,19.1,6.3,0.0,2.8,2.1,2.3,16.7,7.2,0.2,0.1,0.8243,0.7364,0.6569,0.6402,2.8578,0.7866,0.1004,0.1172,0.4142,0.2259,0.8577,0.0293,0.7364,0.7824,1.5188,0.7824,0.7824,0.0,0.6862,0.8159,0.251,2.5355,0.6695,7.7698,0.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,149,13.1,6.0,6430
44,RHODE ISLAND,RI,44007,Providence,44007015900,"Census Tract 159, Providence County, Rhode Island",0.28686992498,3436,324,1357,73,1322,80,480,279,159,134,26342,3490,334,124,350,73,678,208,525,181,224,100,1198,476,120,102,84,53,0,13,4,17,107,68,4,6,14.0,7.6,7.9,6.2,26342.0,3490.0,14.0,5.3,10.2,2.3,19.7,5.8,15.4,5.4,16.9,7.5,34.9,13.5,3.7,3.1,6.2,3.9,0.0,2.7,0.3,1.3,8.1,5.2,0.1,0.2,0.6402,0.7364,0.7573,0.6569,2.7908,0.7657,0.159,0.5356,0.6987,0.8285,2.2218,0.6485,0.7197,0.6862,1.4059,0.728,0.4226,0.0,0.3138,0.5397,0.1715,1.4476,0.205,7.8661,0.6611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,174,6.3,5.1,2668
44,RHODE ISLAND,RI,44005,Newport,44005040302,"Census Tract 403.02, Newport County, Rhode Island",0.803788301906,2687,246,1281,86,1192,101,225,181,56,57,34522,3735,181,111,687,128,564,147,419,118,84,60,560,360,85,91,50,35,76,50,0,18,120,89,7,4,8.4,6.6,4.2,4.2,34522.0,3735.0,9.2,5.3,25.6,4.5,21.0,5.1,15.7,4.2,7.0,5.1,20.8,13.3,3.4,3.6,3.9,2.8,5.9,3.9,0.0,1.5,10.1,7.1,0.3,0.1,0.4184,0.3138,0.4854,0.5063,1.7239,0.4351,0.887,0.682,0.7155,0.4561,2.7406,0.9205,0.59,0.6611,1.2511,0.6444,0.318,0.9456,0.0,0.6192,0.3682,2.251,0.5397,7.9666,0.6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,224,146,8.4,5.2,2218
44,RHODE ISLAND,RI,44007,Providence,44007002101,"Census Tract 21.01, Providence County, Rhode Island",0.179696117922,2840,338,1113,33,947,79,419,263,109,65,23454,2799,296,143,355,95,595,171,298,94,132,67,2038,374,241,127,0,18,0,13,41,43,61,41,5,5,14.8,8.6,7.0,3.9,23454.0,2799.0,15.4,6.5,12.5,3.0,21.0,5.5,10.5,3.2,13.9,7.0,71.8,10.0,9.3,4.8,0.0,1.7,0.0,3.3,4.3,4.5,6.4,4.3,0.2,0.2,0.6527,0.6402,0.7992,0.7071,2.7992,0.7699,0.2636,0.682,0.1841,0.7657,1.8954,0.3933,0.887,0.8536,1.7406,0.8703,0.0,0.0,0.8577,0.4561,0.251,1.5648,0.251,8.0,0.6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,102,8.1,3.2,684
44,RHODE ISLAND,RI,44003,Kent,44003021700,"Census Tract 217, Kent County, Rhode Island",0.993979444392,4129,472,2069,68,1711,139,297,154,138,84,29364,3659,554,175,662,108,809,208,876,221,86,53,621,580,185,204,0,18,7,14,47,57,69,41,11,18,7.2,3.7,6.3,3.7,29364.0,3659.0,18.1,5.4,16.0,3.1,19.6,4.5,21.3,5.5,5.0,3.1,15.0,14.0,4.6,5.1,0.0,0.9,0.3,0.7,2.7,3.4,4.0,2.3,0.3,0.4,0.3849,0.5607,0.6485,0.7908,2.3849,0.6653,0.4561,0.5272,0.9498,0.3138,2.2469,0.6778,0.4979,0.7364,1.2343,0.636,0.0,0.7448,0.7615,0.3389,0.3682,2.2134,0.5314,8.0795,0.6736,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,215,141,5.2,3.1,1695
44,RHODE ISLAND,RI,44007,Providence,44007012000,"Census Tract 120, Providence County, Rhode Island",1.09833856787,5853,433,2600,79,2287,155,587,286,294,130,35751,3891,295,128,1009,166,1030,112,738,202,198,157,1003,597,48,83,424,194,0,18,108,130,291,173,246,136,10.3,5.1,9.3,4.3,35751.0,3891.0,6.7,3.1,17.2,2.8,17.6,1.4,13.0,3.6,8.7,6.9,17.1,10.1,0.9,1.5,16.3,7.5,0.0,1.4,4.7,5.7,12.7,7.3,4.2,2.3,0.5314,0.8201,0.4519,0.318,2.1214,0.5732,0.5481,0.3305,0.4644,0.5983,1.9413,0.4142,0.5439,0.3222,0.8661,0.4519,0.7071,0.0,0.8787,0.7238,0.8536,3.1632,0.9038,8.092,0.6778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,65,1.4,1.1,6286
44,RHODE ISLAND,RI,44003,Kent,44003021902,"Census Tract 219.02, Kent County, Rhode Island",0.832282243404,2819,240,1237,33,1159,73,185,106,85,61,28596,3287,330,168,502,107,579,170,396,102,24,27,492,376,30,69,319,100,0,13,33,39,197,86,14,27,6.6,3.8,5.5,4.0,28596.0,3287.0,16.5,8.0,17.8,4.0,20.5,5.8,14.1,3.5,2.1,2.3,17.5,13.3,1.1,2.6,25.8,8.1,0.0,3.0,2.8,3.4,17.0,7.1,0.5,1.0,0.3347,0.4728,0.6904,0.7531,2.251,0.6109,0.6025,0.6234,0.5732,0.0669,1.866,0.3724,0.5649,0.3849,0.9498,0.5063,0.9205,0.0,0.7782,0.8285,0.5021,3.0293,0.8787,8.0961,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,380,212,13.5,7.7,2187
44,RHODE ISLAND,RI,44007,Providence,44007013400,"Census Tract 134, Providence County, Rhode Island",0.67037731954,4110,313,1832,63,1694,89,395,244,217,126,40591,4819,151,104,851,149,810,197,425,114,152,83,714,419,77,108,208,78,7,11,37,43,138,59,57,78,9.7,5.8,9.2,5.5,40591.0,4819.0,5.0,3.4,20.7,3.7,19.7,4.6,10.5,2.6,9.0,4.9,17.4,10.1,2.0,2.8,11.4,4.3,0.4,0.6,2.2,2.5,8.1,3.4,1.4,1.9,0.4895,0.8159,0.2845,0.159,1.7489,0.4519,0.7322,0.5356,0.1841,0.6151,2.067,0.523,0.5607,0.5481,1.1088,0.5858,0.5858,0.7531,0.6987,0.5397,0.6527,3.23,0.9163,8.1547,0.6862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,96,3.8,2.4,2181
44,RHODE ISLAND,RI,44007,Providence,44007003100,"Census Tract 31, Providence County, Rhode Island",0.46514094042,4053,479,2405,92,2053,187,967,294,144,113,36481,11282,532,171,738,159,488,196,537,182,52,59,1551,637,126,110,736,181,0,13,0,18,677,173,229,85,25.3,7.8,7.0,5.2,36481.0,11282.0,17.4,5.3,18.2,4.2,12.0,4.6,13.8,5.0,2.5,2.9,38.3,15.1,3.3,2.9,30.6,7.5,0.0,1.5,0.0,0.9,33.0,8.0,5.7,2.0,0.8159,0.6402,0.4226,0.7741,2.6528,0.728,0.6192,0.0669,0.523,0.0921,1.3012,0.0837,0.7573,0.6485,1.4058,0.7197,0.9498,0.0,0.0,0.9665,0.8912,2.8075,0.7908,8.1673,0.6904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,147,116,3.8,3.0,8345
44,RHODE ISLAND,RI,44007,Providence,44007011200,"Census Tract 112, Providence County, Rhode Island",1.201293438374,5700,559,2597,95,2381,145,1034,466,2,5,29351,2849,905,270,922,212,1054,268,819,281,274,158,893,773,534,225,298,106,0,18,22,42,258,163,72,33,18.5,8.6,0.1,0.2,29351.0,2849.0,21.8,6.0,16.2,4.4,18.5,4.3,14.5,4.4,11.5,6.6,15.7,13.5,9.9,4.1,11.5,4.1,0.0,1.4,0.9,1.8,10.8,6.8,1.3,0.6,0.728,0.0,0.6527,0.8536,2.2343,0.5941,0.4812,0.41,0.6025,0.7155,2.2092,0.636,0.5146,0.8577,1.3723,0.7029,0.59,0.0,0.4728,0.6527,0.6444,2.3599,0.5941,8.1757,0.6946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,186,7.2,3.3,4653
44,RHODE ISLAND,RI,44007,Providence,44007012104,"Census Tract 121.04, Providence County, Rhode Island",0.78199940774,4678,402,2047,81,1983,101,743,274,149,87,29917,3353,522,189,716,96,834,210,646,115,183,103,1198,596,86,100,684,126,0,13,49,39,211,76,8,7,15.9,5.6,6.2,3.5,29917.0,3353.0,15.0,5.2,15.3,2.1,17.8,4.2,13.8,2.5,9.2,5.2,25.6,12.6,1.9,2.3,33.4,6.0,0.0,1.8,2.5,2.0,10.6,3.8,0.2,0.1,0.6862,0.5481,0.6276,0.6946,2.5565,0.7071,0.4059,0.3431,0.523,0.636,1.908,0.4059,0.6276,0.5272,1.1548,0.6151,0.9623,0.0,0.7448,0.6444,0.251,2.6025,0.6946,8.2218,0.6987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,131,86,2.8,1.8,2906
44,RHODE ISLAND,RI,44007,Providence,44007015500,"Census Tract 155, Providence County, Rhode Island",0.356783730732,3868,306,1736,56,1529,92,510,239,73,54,27186,4516,521,166,329,70,899,161,751,276,304,99,1693,432,183,77,32,38,0,13,24,31,274,101,0,13,13.2,6.0,3.4,2.4,27186.0,4516.0,19.7,6.0,8.5,1.9,23.2,3.7,19.4,7.0,19.9,6.4,43.8,10.6,5.1,2.1,1.8,2.2,0.0,2.1,1.6,2.1,17.9,6.5,0.0,0.3,0.6067,0.2176,0.7322,0.8201,2.3766,0.6611,0.1088,0.7866,0.887,0.8996,2.682,0.887,0.7824,0.7531,1.5355,0.7866,0.2301,0.0,0.6109,0.841,0.0,1.682,0.2929,8.2761,0.7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,132,5.9,3.5,2245
44,RHODE ISLAND,RI,44005,Newport,44005040304,"Census Tract 403.04, Newport County, Rhode Island",2.15087578599,2906,220,1420,74,1269,113,220,100,74,57,37217,3546,224,89,450,95,589,78,471,136,80,54,416,329,83,82,302,85,99,50,8,18,141,61,65,63,7.7,3.4,4.5,3.4,37217.0,3546.0,10.6,4.3,15.5,3.0,20.3,2.2,16.5,4.7,6.3,4.2,14.3,11.3,2.9,2.9,21.3,5.9,7.0,3.5,0.6,1.4,11.1,4.5,2.2,2.2,0.3975,0.3431,0.4017,0.5439,1.6862,0.4226,0.4184,0.5941,0.7657,0.4226,2.2008,0.6318,0.4644,0.6234,1.0878,0.5732,0.8326,0.9582,0.3515,0.6611,0.728,3.5314,0.954,8.5062,0.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,73,52,2.6,1.8,5132
44,RHODE ISLAND,RI,44007,Providence,44007017300,"Census Tract 173, Providence County, Rhode Island",0.51970294455,3174,434,1467,75,1246,109,587,367,139,70,28082,4164,374,138,512,101,570,192,521,170,105,75,992,577,40,74,23,23,8,12,45,51,104,69,0,13,18.7,10.9,8.7,4.2,28082.0,4164.0,15.8,5.5,16.1,3.5,18.0,5.5,16.4,4.3,8.4,6.0,31.3,17.7,1.4,2.5,1.6,1.6,0.5,0.8,3.6,4.1,8.3,5.5,0.0,0.4,0.7322,0.7908,0.7029,0.7197,2.9456,0.8033,0.4644,0.3556,0.7573,0.569,2.1463,0.6067,0.6904,0.4435,1.1339,0.5941,0.205,0.7615,0.8117,0.5481,0.0,2.3263,0.5732,8.5521,0.7113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,76,4.9,2.4,1374
44,RHODE ISLAND,RI,44007,Providence,44007001700,"Census Tract 17, Providence County, Rhode Island",0.247225743824,3372,494,1561,65,1250,114,517,282,87,62,19789,3190,774,226,357,122,894,299,333,128,232,107,2688,533,865,271,0,18,0,13,31,30,157,86,6,9,15.3,8.2,5.3,3.6,19789.0,3190.0,36.1,8.7,10.6,4.1,26.5,8.0,9.9,3.5,18.6,8.4,79.7,10.7,28.8,7.9,0.0,1.2,0.0,2.4,2.5,2.4,12.6,6.6,0.2,0.3,0.6736,0.431,0.8577,0.9791,2.9414,0.7992,0.1883,0.8536,0.1464,0.8703,2.0586,0.5188,0.9289,0.9958,1.9247,0.9665,0.0,0.0,0.7448,0.7155,0.251,1.7113,0.3138,8.636,0.7155,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,478,222,14.2,6.1,1274
44,RHODE ISLAND,RI,44009,Washington,44009050801,"Census Tract 508.01, Washington County, Rhode Island",1.396612787624,5881,498,3156,168,2631,233,867,412,393,201,32854,3305,365,175,938,190,1080,215,1057,290,267,156,869,772,116,111,373,138,0,18,36,39,355,164,115,107,15.0,6.8,11.2,5.3,32854.0,3305.0,9.2,4.1,15.9,3.4,18.4,3.3,18.3,5.0,10.1,5.9,14.8,13.1,2.1,2.0,11.8,4.3,0.0,1.2,1.4,1.5,13.5,6.2,2.0,1.8,0.6611,0.8912,0.5523,0.5063,2.6109,0.7155,0.4435,0.3849,0.8619,0.6653,2.3556,0.7531,0.4895,0.5732,1.0627,0.5523,0.6025,0.0,0.5732,0.7364,0.6987,2.6108,0.7071,8.64,0.7197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,196,6.1,3.3,6247
44,RHODE ISLAND,RI,44007,Providence,44007010200,"Census Tract 102, Providence County, Rhode Island",1.079897950248,7400,566,2817,130,2662,167,570,271,354,196,28713,4088,1035,344,1103,184,1500,298,911,227,421,185,2800,944,267,181,278,139,0,18,10,23,334,130,174,81,7.9,4.0,8.5,4.8,28713.0,4088.0,19.8,6.2,14.9,2.7,20.3,3.7,12.6,3.1,15.8,6.9,37.8,12.4,3.7,2.5,9.9,4.9,0.0,1.3,0.4,0.9,12.5,4.8,2.4,1.1,0.4059,0.7824,0.6862,0.8285,2.703,0.7406,0.3724,0.5941,0.4435,0.8159,2.2259,0.6527,0.7531,0.6862,1.4393,0.7364,0.5397,0.0,0.3222,0.7113,0.7531,2.3263,0.5732,8.6945,0.7238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,360,7.4,5.0,5794
44,RHODE ISLAND,RI,44003,Kent,44003020500,"Census Tract 205, Kent County, Rhode Island",1.70281213703,4103,294,2082,83,1856,107,558,202,251,108,31935,2499,450,161,911,134,717,98,705,141,143,74,611,437,61,62,299,76,0,13,40,36,247,91,17,16,13.6,4.7,11.3,4.7,31935.0,2499.0,14.6,5.1,22.2,2.9,17.5,2.0,17.2,3.3,7.7,4.0,14.9,10.6,1.6,1.6,14.4,3.6,0.0,1.8,2.2,2.0,13.3,4.8,0.4,0.4,0.6192,0.8954,0.5816,0.6904,2.7866,0.7615,0.8117,0.3222,0.8075,0.523,2.4644,0.8075,0.4937,0.4937,0.9874,0.5146,0.6569,0.0,0.6987,0.7322,0.4351,2.5229,0.6611,8.7613,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,124,3.9,2.9,2363
44,RHODE ISLAND,RI,44007,Providence,44007012900,"Census Tract 129, Providence County, Rhode Island",3.256378090368,5221,350,2183,107,2005,115,893,436,151,125,28047,3406,264,117,638,155,1295,215,791,210,309,146,387,547,45,78,263,70,13,21,81,94,149,86,89,39,17.4,8.7,5.7,4.6,28047.0,3406.0,7.2,3.3,12.2,3.2,24.8,3.8,15.4,4.2,15.4,7.3,7.4,10.5,0.9,1.6,12.0,3.2,0.6,0.9,4.0,4.7,7.4,4.2,1.7,0.7,0.7071,0.5063,0.7071,0.3556,2.2761,0.6234,0.2385,0.8326,0.6987,0.8033,2.5731,0.8536,0.1925,0.3222,0.5147,0.2552,0.6109,0.7866,0.8368,0.5188,0.6862,3.4393,0.9372,8.8032,0.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,302,11.5,6.0,3567
44,RHODE ISLAND,RI,44007,Providence,44007010502,"Census Tract 105.02, Providence County, Rhode Island",2.61088543083,5111,354,2197,72,2115,116,574,279,237,147,31989,3847,296,126,1140,190,975,244,496,169,221,127,1543,578,139,117,462,138,0,18,35,46,239,106,247,165,11.8,5.8,9.3,5.7,31989.0,3847.0,8.2,3.5,22.3,3.5,19.1,4.6,10.2,3.4,10.4,6.0,30.2,11.1,2.8,2.4,21.0,6.3,0.0,1.7,1.7,2.2,11.3,4.9,4.8,3.2,0.5858,0.8201,0.5774,0.4017,2.385,0.6695,0.8201,0.4728,0.159,0.6778,2.1297,0.5732,0.6736,0.6151,1.2887,0.6695,0.8201,0.0,0.6318,0.6736,0.8787,3.0042,0.8703,8.8076,0.7364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,58,1.7,1.2,6709
44,RHODE ISLAND,RI,44003,Kent,44003020200,"Census Tract 202, Kent County, Rhode Island",1.116109684624,4664,342,2416,107,2313,134,646,279,153,86,28944,4840,368,132,683,87,895,195,969,207,383,172,769,547,65,76,748,211,0,13,64,92,292,100,19,16,13.9,6.0,6.0,3.7,28944.0,4840.0,10.7,3.8,14.6,2.0,19.2,3.9,20.8,4.5,16.6,7.4,16.5,11.7,1.5,1.8,31.0,8.6,0.0,1.5,2.8,4.0,12.6,4.2,0.4,0.3,0.636,0.5272,0.6695,0.5523,2.385,0.6695,0.3515,0.4895,0.9372,0.8243,2.6025,0.8661,0.5397,0.4644,1.0041,0.5188,0.954,0.0,0.7782,0.7155,0.4351,2.8828,0.8117,8.8744,0.7406,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,244,143,5.2,3.0,3897
44,RHODE ISLAND,RI,44007,Providence,44007012103,"Census Tract 121.03, Providence County, Rhode Island",0.304607836962,2548,310,1557,63,1383,111,299,105,87,72,34109,4175,344,100,779,166,184,97,485,168,32,44,617,428,85,85,944,152,0,13,21,27,227,89,178,136,12.6,4.4,6.0,4.7,34109.0,4175.0,15.1,4.3,30.6,5.8,7.2,3.7,20.5,6.6,2.3,3.2,24.2,16.6,3.3,3.3,60.6,9.5,0.0,2.4,1.5,2.0,16.4,6.3,7.0,5.3,0.6025,0.5272,0.4979,0.6987,2.3263,0.636,0.9749,0.0209,0.9289,0.0795,2.0042,0.4686,0.6067,0.6485,1.2552,0.6485,0.9874,0.0,0.5858,0.8075,0.9121,3.2928,0.9247,8.8785,0.7448,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,2,4,89,59,3.8,2.5,1396
