FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
148,44,RHODE ISLAND,RI,44007,Providence,44007013701,"Census Tract 137.01, Providence County, Rhode Island",0.5452648,4057.0,381.0,1666.0,69.0,1487.0,92.0,483.0,282.0,243.0,110.0,27939.0,3324.0,268.0,97.0,502.0,95.0,942.0,220.0,447.0,134.0,233.0,101.5,1377.0,496.3,195.0,112.3,9.0,18.4,0.0,12.0,19.0,23.3,60.0,37.0,13.0,7.0,12.0,6.6,10.8,4.8,27939.0,3324.0,9.6,3.3,12.4,2.6,23.2,5.0,11.1,3.2,15.7,6.8,33.9,11.8,5.2,3.0,0.5,1.1,0.0,2.1,1.3,1.6,4.0,2.5,0.3,0.2,0.5649,0.795,0.6192,0.477,2.4561,0.6611,0.2845,0.7699,0.2971,0.7908,2.1423,0.5983,0.749,0.728,1.477,0.7531,0.1423,0.0,0.5774,0.2594,0.4268,1.4059,0.1799,7.4812,0.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,97.0,7.0,2.6,4352.0
149,44,RHODE ISLAND,RI,44007,Providence,44007013702,"Census Tract 137.02, Providence County, Rhode Island",0.3105098,2981.0,491.0,1213.0,45.0,1010.0,113.0,223.0,118.0,126.0,84.0,23167.0,4191.0,412.0,148.0,304.0,97.0,745.0,205.0,330.0,141.0,90.0,53.2,805.0,670.8,215.0,113.5,40.0,53.4,0.0,12.0,35.0,39.8,28.0,26.0,13.0,9.0,7.5,3.8,7.9,4.9,23167.0,4191.0,22.3,6.6,10.2,3.4,25.0,5.5,11.1,5.0,8.9,5.2,27.0,22.1,7.6,3.8,3.3,4.4,0.0,2.8,3.5,3.9,2.8,2.6,0.4,0.3,0.3598,0.5732,0.7615,0.8285,2.523,0.6862,0.1925,0.8159,0.2971,0.5816,1.887,0.4142,0.6611,0.8159,1.477,0.7531,0.2929,0.0,0.8326,0.1548,0.4812,1.7615,0.3054,7.6485,0.6402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,88.0,4.4,2.8,1801.0
150,44,RHODE ISLAND,RI,44007,Providence,44007013800,"Census Tract 138, Providence County, Rhode Island",0.8756967,4839.0,333.0,2211.0,61.0,1991.0,112.0,370.0,195.0,217.0,151.0,29463.0,2484.0,237.0,104.0,714.0,167.0,932.0,171.0,387.0,162.0,227.0,104.1,839.0,539.9,73.0,62.4,346.0,148.2,0.0,12.0,22.0,28.6,135.0,93.0,5.0,4.0,7.6,4.0,7.5,4.8,29463.0,2484.0,7.0,3.2,14.8,3.6,19.3,3.3,8.0,3.3,11.4,5.2,17.3,11.1,1.6,1.4,15.6,6.7,0.0,1.6,1.1,1.4,6.8,4.6,0.1,0.1,0.3682,0.5356,0.5649,0.2803,1.749,0.4561,0.3975,0.4561,0.0753,0.7197,1.6485,0.2385,0.5523,0.5063,1.0586,0.5481,0.728,0.0,0.5356,0.4854,0.1967,1.9456,0.3975,6.4017,0.4561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,129.0,5.1,2.5,2237.0
151,44,RHODE ISLAND,RI,44007,Providence,44007013900,"Census Tract 139, Providence County, Rhode Island",0.9422622,2755.0,261.0,1480.0,39.0,1408.0,69.0,218.0,88.0,25.0,27.0,35082.0,4054.0,188.0,89.0,916.0,98.0,270.0,75.0,396.0,103.0,51.0,38.1,569.0,373.4,104.0,90.3,351.0,73.5,0.0,12.0,0.0,17.0,146.0,70.0,12.0,13.0,7.9,3.5,1.8,1.9,35082.0,4054.0,8.3,4.1,33.2,4.3,9.8,2.6,14.4,4.1,3.6,2.7,20.7,13.4,3.9,3.4,23.7,4.9,0.0,2.3,0.0,1.2,10.4,5.0,0.4,0.5,0.3891,0.0251,0.3598,0.3808,1.1548,0.2469,0.9958,0.0502,0.6611,0.1464,1.8536,0.3682,0.6025,0.682,1.2845,0.6527,0.8954,0.0,0.0,0.6276,0.477,2.0,0.4268,6.2929,0.4226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,102.0,4.7,3.6,4820.0
152,44,RHODE ISLAND,RI,44007,Providence,44007014000,"Census Tract 140, Providence County, Rhode Island",0.79615,6103.0,440.0,2433.0,71.0,2260.0,120.0,546.0,288.0,190.0,113.0,23674.0,3104.0,482.0,196.0,804.0,132.0,1555.0,277.0,695.0,229.0,103.0,80.4,1975.0,611.7,243.0,119.2,198.0,114.4,0.0,17.0,21.0,46.2,121.0,74.0,5.0,4.0,8.9,4.6,6.1,3.3,23674.0,3104.0,11.6,4.3,13.2,2.3,25.5,4.2,11.4,3.6,4.6,3.6,32.4,9.7,4.4,2.2,8.1,4.7,0.0,1.4,0.9,2.0,5.4,3.3,0.1,0.1,0.4268,0.3724,0.7406,0.5941,2.1339,0.569,0.3096,0.8243,0.3347,0.2385,1.7071,0.2594,0.7238,0.7071,1.431,0.728,0.5063,0.0,0.5063,0.4017,0.1799,1.5941,0.2427,6.8661,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,205.0,8.3,3.5,7125.0
153,44,RHODE ISLAND,RI,44007,Providence,44007014100,"Census Tract 141, Providence County, Rhode Island",0.7420977,5087.0,575.0,2045.0,76.0,1812.0,124.0,1197.0,400.0,408.0,223.0,18530.0,2422.0,616.0,202.0,717.0,151.0,1106.0,229.0,805.0,165.0,223.0,98.1,3103.0,705.6,534.0,232.5,434.0,103.8,0.0,17.0,49.0,28.6,307.0,124.0,0.0,17.0,23.5,7.6,15.5,8.2,18530.0,2422.0,17.9,5.3,14.1,3.0,21.7,3.8,15.8,3.2,12.3,5.3,61.0,12.0,11.1,4.7,21.2,5.0,0.0,1.7,2.7,1.6,16.9,6.6,0.0,0.3,0.7908,0.9372,0.8285,0.7657,3.3222,0.8452,0.3598,0.6904,0.7406,0.7322,2.523,0.8285,0.8577,0.8745,1.7322,0.8619,0.8494,0.0,0.7531,0.8117,0.0,2.4142,0.6109,9.9916,0.8368,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,478.0,221.0,9.4,3.9,5291.0
154,44,RHODE ISLAND,RI,44007,Providence,44007014300,"Census Tract 143, Providence County, Rhode Island",1.0535824,4937.0,473.0,2197.0,57.0,2106.0,111.0,354.0,348.0,96.0,87.0,36732.0,5479.0,352.0,156.0,1245.0,136.0,896.0,260.0,642.0,180.0,33.0,31.9,1054.0,682.5,211.0,156.5,463.0,113.4,33.0,52.0,54.0,86.8,145.0,96.0,0.0,12.0,7.2,6.6,3.7,3.2,36732.0,5479.0,9.2,3.9,25.2,3.6,18.1,5.0,13.0,3.9,1.6,1.5,21.3,13.7,4.6,3.4,21.1,5.1,1.5,2.4,2.6,4.1,6.9,4.6,0.0,0.2,0.3264,0.113,0.3138,0.4393,1.1925,0.2594,0.9289,0.3556,0.4895,0.0251,1.7992,0.3305,0.6109,0.7113,1.3222,0.6695,0.841,0.8452,0.7197,0.4937,0.0,2.8996,0.8033,7.2134,0.5732,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,306.0,204.0,6.2,4.1,2527.0
155,44,RHODE ISLAND,RI,44007,Providence,44007014400,"Census Tract 144, Providence County, Rhode Island",1.0154788,3780.0,249.0,1767.0,47.0,1714.0,72.0,103.0,62.0,64.0,44.0,40702.0,3747.0,149.0,75.0,1020.0,151.0,587.0,79.0,469.0,139.0,137.0,87.1,283.0,373.2,40.0,53.9,451.0,109.7,0.0,12.0,6.0,16.3,68.0,42.0,35.0,17.0,2.7,1.6,2.9,2.0,40702.0,3747.0,5.3,2.5,27.0,3.7,15.5,1.8,12.5,3.5,8.0,5.1,7.5,9.9,1.1,1.5,25.5,6.2,0.0,2.0,0.4,0.9,4.0,2.5,0.9,0.4,0.0544,0.0669,0.2218,0.1799,0.523,0.0377,0.954,0.1715,0.4184,0.5356,2.0795,0.5356,0.2594,0.4184,0.6778,0.3347,0.9163,0.0,0.318,0.2594,0.6109,2.1046,0.4812,5.3849,0.2301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,53.0,32.0,1.4,0.8,2580.0
156,44,RHODE ISLAND,RI,44007,Providence,44007014501,"Census Tract 145.01, Providence County, Rhode Island",3.8332168,5173.0,241.0,1717.0,67.0,1656.0,94.0,100.0,83.0,112.0,53.0,41807.0,3994.0,233.0,147.0,599.0,85.0,1115.0,104.0,286.0,91.0,103.0,47.2,461.0,399.8,30.0,67.8,0.0,24.0,37.0,52.0,10.0,23.3,35.0,28.0,23.0,22.0,1.9,1.6,3.8,1.8,41807.0,3994.0,6.8,4.1,11.6,1.6,21.6,1.7,5.5,1.7,6.2,2.8,8.9,7.7,0.6,1.3,0.0,1.4,2.2,3.0,0.6,1.4,2.1,1.7,0.4,0.4,0.0209,0.1213,0.1967,0.2636,0.6025,0.0418,0.2636,0.682,0.0167,0.3891,1.3515,0.0879,0.3389,0.3096,0.6485,0.318,0.0,0.8912,0.3975,0.113,0.4895,1.8912,0.3891,4.4937,0.1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,98.0,2.7,1.9,1473.0
157,44,RHODE ISLAND,RI,44007,Providence,44007014502,"Census Tract 145.02, Providence County, Rhode Island",1.2465847,4413.0,264.0,1968.0,67.0,1920.0,77.0,477.0,284.0,197.0,110.0,33482.0,5141.0,192.0,70.0,768.0,135.0,941.0,161.0,617.0,137.0,209.0,96.1,316.0,400.4,8.0,48.3,252.0,89.5,0.0,12.0,13.0,24.2,150.0,69.0,8.0,5.0,10.8,6.3,8.4,4.6,33482.0,5141.0,5.8,2.1,17.4,3.2,21.3,3.4,14.0,3.2,10.9,5.0,7.2,9.1,0.2,1.2,12.8,4.5,0.0,1.8,0.7,1.3,7.8,3.6,0.2,0.1,0.523,0.636,0.4351,0.2134,1.8075,0.4728,0.5858,0.6653,0.6067,0.682,2.5397,0.8368,0.2343,0.1297,0.364,0.1715,0.6402,0.0,0.4268,0.5146,0.2845,1.8661,0.364,6.5774,0.4854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,133.0,5.8,3.0,4089.0
158,44,RHODE ISLAND,RI,44007,Providence,44007014600,"Census Tract 146, Providence County, Rhode Island",10.1891878,6879.0,413.0,2474.0,100.0,2305.0,158.0,168.0,108.0,218.0,133.0,45731.0,6240.0,352.0,136.0,937.0,136.0,1472.0,150.0,741.0,271.0,64.0,64.3,936.0,604.2,148.0,117.9,49.0,77.9,42.0,61.0,0.0,24.0,15.0,23.0,58.0,55.0,2.5,1.6,5.2,3.1,45731.0,6240.0,7.3,2.7,13.6,1.9,21.4,1.8,10.8,3.8,2.8,2.8,13.6,8.7,2.2,1.8,2.0,3.1,1.7,2.5,0.0,1.0,0.7,1.0,0.8,0.8,0.046,0.2678,0.1172,0.3054,0.7364,0.0795,0.3347,0.6695,0.2385,0.1046,1.3473,0.0837,0.4686,0.5858,1.0544,0.5439,0.2301,0.8703,0.0,0.0335,0.5858,1.7197,0.2887,4.8577,0.1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,163.0,2.8,2.4,6689.0
159,44,RHODE ISLAND,RI,44007,Providence,44007014700,"Census Tract 147, Providence County, Rhode Island",1.4074012,6836.0,538.0,3068.0,153.0,2880.0,165.0,964.0,383.0,448.0,221.0,22462.0,2678.0,578.0,156.0,1156.0,225.0,1315.0,368.0,916.0,197.0,432.0,174.5,3196.0,707.2,399.0,224.2,381.0,157.6,0.0,17.0,28.0,34.0,485.0,172.0,19.0,21.0,14.1,5.5,12.5,6.3,22462.0,2678.0,12.0,3.3,16.9,3.3,19.2,5.2,13.4,3.1,15.0,6.0,46.8,9.7,6.2,3.5,12.4,5.1,0.0,1.1,1.0,1.2,16.8,5.7,0.3,0.3,0.6109,0.8745,0.7866,0.6192,2.8912,0.7615,0.5565,0.4519,0.5146,0.7657,2.2887,0.6904,0.8117,0.7615,1.5732,0.7908,0.6151,0.0,0.5105,0.8075,0.3849,2.318,0.5565,9.0711,0.7615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,375.0,12.5,5.4,5966.0
160,44,RHODE ISLAND,RI,44007,Providence,44007014800,"Census Tract 148, Providence County, Rhode Island",1.445408,5657.0,357.0,2454.0,89.0,2381.0,112.0,575.0,381.0,263.0,158.0,28092.0,3762.0,422.0,189.0,1041.0,176.0,1137.0,177.0,416.0,144.0,186.0,103.8,879.0,558.9,52.0,100.0,378.0,180.1,0.0,17.0,30.0,51.9,96.0,65.0,163.0,132.0,10.5,6.9,8.6,5.0,28092.0,3762.0,10.6,4.4,18.4,2.9,20.1,2.9,7.6,2.6,7.8,4.3,15.5,9.8,1.0,1.8,15.4,7.3,0.0,1.4,1.3,2.2,4.0,2.7,2.9,2.3,0.4937,0.6444,0.6109,0.5314,2.2803,0.6234,0.6653,0.5565,0.0586,0.5146,1.795,0.3264,0.5272,0.3766,0.9038,0.4812,0.7155,0.0,0.5732,0.2594,0.7866,2.3347,0.5774,7.3138,0.5983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,231.0,5.3,4.2,3830.0
161,44,RHODE ISLAND,RI,44007,Providence,44007015000,"Census Tract 150, Providence County, Rhode Island",0.4532536,4345.0,499.0,1755.0,67.0,1566.0,88.0,600.0,321.0,332.0,168.0,23926.0,3435.0,486.0,166.0,536.0,81.0,803.0,213.0,619.0,136.0,157.0,67.4,2152.0,589.0,325.0,134.1,35.0,42.7,0.0,12.0,12.0,15.6,114.0,62.0,0.0,12.0,13.8,6.6,13.2,6.0,23926.0,3435.0,15.5,5.0,12.3,2.3,18.5,4.4,14.2,3.5,10.0,4.3,49.5,12.3,8.1,3.2,2.0,2.4,0.0,2.0,0.8,1.0,7.3,4.0,0.0,0.3,0.6025,0.8954,0.7364,0.6946,2.9289,0.7782,0.2803,0.3808,0.6402,0.6485,1.9498,0.4435,0.8243,0.8243,1.6485,0.8368,0.2343,0.0,0.4519,0.5063,0.0,1.1925,0.1004,7.7197,0.6527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,282.0,13.6,5.7,2320.0
162,44,RHODE ISLAND,RI,44007,Providence,44007015100,"Census Tract 151, Providence County, Rhode Island",0.3985534,4808.0,452.0,1839.0,66.0,1656.0,106.0,1348.0,427.0,249.0,120.0,14351.0,2072.0,944.0,193.0,422.0,110.0,1562.0,295.0,513.0,123.0,475.0,113.5,3856.0,491.5,613.0,197.5,319.0,84.9,0.0,12.0,157.0,75.2,462.0,110.0,0.0,12.0,28.2,8.7,10.9,5.3,14351.0,2072.0,36.0,5.9,8.8,2.4,32.5,5.3,10.7,2.5,28.7,6.6,80.2,6.9,14.1,4.4,17.3,4.6,0.0,1.9,9.5,4.5,27.9,6.5,0.0,0.2,0.8452,0.8075,0.9456,0.9498,3.5481,0.9205,0.1506,0.9833,0.2218,0.9791,2.3347,0.7238,0.9247,0.8954,1.8201,0.9079,0.7615,0.0,1.0,0.9414,0.0,2.7029,0.7448,10.4059,0.8828,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,768.0,226.0,16.0,4.1,4411.0
163,44,RHODE ISLAND,RI,44007,Providence,44007015200,"Census Tract 152, Providence County, Rhode Island",0.2231944,2679.0,436.0,1749.0,59.0,1590.0,120.0,1345.0,307.0,99.0,90.0,15488.0,2762.0,808.0,162.0,706.0,102.0,463.0,168.0,929.0,183.0,184.0,96.6,1856.0,479.7,758.0,266.8,1188.0,160.9,0.0,12.0,56.0,54.7,823.0,156.0,22.0,37.0,50.2,11.5,10.8,9.5,15488.0,2762.0,40.8,9.1,26.4,6.1,17.3,5.6,34.7,10.1,11.6,6.0,69.3,13.9,30.7,9.9,67.9,8.9,0.0,2.0,3.5,3.4,51.8,9.6,0.8,1.4,0.9958,0.795,0.9372,0.9791,3.7071,0.9665,0.9498,0.2803,1.0,0.7238,2.954,0.9707,0.8828,0.9958,1.8787,0.9456,0.9916,0.0,0.8368,1.0,0.5816,3.41,0.9289,11.9498,0.9916,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,440.0,251.0,16.4,8.1,7017.0
164,44,RHODE ISLAND,RI,44007,Providence,44007015300,"Census Tract 153, Providence County, Rhode Island",0.1624347,2160.0,286.0,1026.0,42.0,869.0,73.0,601.0,263.0,72.0,46.0,16701.0,2582.0,308.0,88.0,223.0,38.0,680.0,234.0,412.0,126.0,180.0,71.2,1216.0,326.7,192.0,91.2,130.0,55.9,0.0,12.0,16.0,28.6,150.0,51.0,6.0,4.0,28.1,10.3,7.6,4.5,16701.0,2582.0,24.5,6.6,10.3,2.3,31.5,10.0,19.4,5.6,20.7,8.0,56.3,13.2,9.8,4.5,12.7,5.4,0.0,3.4,1.8,3.3,17.3,5.5,0.3,0.2,0.8368,0.5523,0.8828,0.8577,3.1297,0.8159,0.205,0.9582,0.9456,0.8828,2.9916,0.9791,0.8452,0.8577,1.7029,0.8536,0.6318,0.0,0.6444,0.8159,0.3808,2.4728,0.6485,10.2971,0.8661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,347.0,176.0,16.3,7.5,965.0
165,44,RHODE ISLAND,RI,44007,Providence,44007015400,"Census Tract 154, Providence County, Rhode Island",0.1392183,2477.0,236.0,993.0,33.0,844.0,62.0,592.0,183.0,201.0,66.0,17630.0,2086.0,395.0,106.0,189.0,72.0,586.0,115.0,348.0,92.0,181.0,64.8,2001.0,281.8,376.0,107.2,149.0,52.6,0.0,12.0,3.0,13.9,95.0,35.0,0.0,12.0,23.9,7.5,14.9,4.5,17630.0,2086.0,24.1,5.5,7.6,3.0,23.7,4.1,14.0,3.7,21.4,7.5,80.8,8.4,16.4,4.4,15.0,5.3,0.0,3.5,0.4,1.6,11.3,4.1,0.0,0.5,0.795,0.9331,0.8452,0.8536,3.4268,0.8828,0.1004,0.7824,0.6067,0.8996,2.3891,0.749,0.9372,0.9163,1.8536,0.9289,0.6946,0.0,0.3222,0.6695,0.0,1.6862,0.2594,9.3556,0.7866,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,425.0,168.0,17.2,6.5,1574.0
166,44,RHODE ISLAND,RI,44007,Providence,44007015500,"Census Tract 155, Providence County, Rhode Island",0.3567841,3923.0,390.0,1699.0,53.0,1417.0,100.0,827.0,353.0,209.0,91.0,21946.0,3372.0,406.0,114.0,383.0,101.0,1102.0,261.0,491.0,161.0,199.0,94.5,1602.0,534.2,153.0,85.2,53.0,39.6,26.0,42.0,24.0,29.1,228.0,88.0,0.0,12.0,21.1,8.3,9.6,4.1,21946.0,3372.0,16.2,4.4,9.8,3.0,28.1,6.0,12.5,4.2,14.0,6.6,40.8,13.0,4.3,2.3,3.1,2.3,1.5,2.5,1.7,2.0,16.1,5.9,0.0,0.3,0.7573,0.7238,0.7992,0.7071,2.9874,0.795,0.1757,0.9079,0.4184,0.7573,2.2594,0.6695,0.7866,0.7029,1.4895,0.7657,0.2803,0.8452,0.6276,0.7866,0.0,2.5397,0.6778,9.2762,0.7824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,243.0,12.5,6.0,2493.0
167,44,RHODE ISLAND,RI,44007,Providence,44007015600,"Census Tract 156, Providence County, Rhode Island",0.1859224,2268.0,349.0,1064.0,64.0,943.0,89.0,347.0,141.0,112.0,68.0,25788.0,4673.0,318.0,105.0,274.0,55.0,380.0,138.0,441.0,141.0,87.0,48.6,743.0,481.7,148.0,85.0,16.0,22.5,0.0,12.0,20.0,33.2,153.0,63.0,0.0,12.0,15.3,5.7,7.9,4.8,25788.0,4673.0,17.9,5.4,12.1,3.0,16.8,5.5,19.4,4.5,9.2,5.1,32.8,20.6,6.8,3.8,1.5,2.1,0.0,3.2,2.1,3.5,16.2,6.3,0.0,0.5,0.6485,0.5732,0.6862,0.7657,2.6736,0.7322,0.272,0.2427,0.9456,0.6109,2.0711,0.5314,0.728,0.795,1.523,0.7824,0.205,0.0,0.682,0.7908,0.0,1.6778,0.2552,7.9456,0.6736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,295.0,96.0,13.0,3.9,1119.0
168,44,RHODE ISLAND,RI,44007,Providence,44007015700,"Census Tract 157, Providence County, Rhode Island",0.4215655,3283.0,257.0,1428.0,55.0,1285.0,83.0,123.0,61.0,157.0,82.0,27508.0,2617.0,251.0,103.0,504.0,86.0,679.0,138.0,345.0,109.0,67.0,48.1,705.0,374.2,81.0,72.7,22.0,37.9,0.0,12.0,9.0,18.4,24.0,23.0,6.0,4.0,3.8,1.9,9.0,4.6,27508.0,2617.0,10.6,4.0,15.4,2.6,20.7,3.9,10.5,3.2,5.2,3.7,21.5,11.3,2.6,2.3,1.5,2.7,0.0,2.4,0.7,1.4,1.9,1.8,0.2,0.1,0.1046,0.682,0.6402,0.5314,1.9582,0.5272,0.4477,0.6067,0.1883,0.2929,1.5356,0.1883,0.6151,0.6067,1.2218,0.6192,0.2092,0.0,0.4351,0.0962,0.2887,1.0293,0.0837,5.7448,0.3096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,94.0,5.9,2.8,1751.0
169,44,RHODE ISLAND,RI,44007,Providence,44007015800,"Census Tract 158, Providence County, Rhode Island",0.5639637,3348.0,234.0,1473.0,63.0,1335.0,83.0,199.0,100.0,190.0,83.0,25713.0,2554.0,440.0,151.0,512.0,87.0,695.0,126.0,570.0,128.0,132.0,72.0,411.0,354.3,363.0,154.0,0.0,17.0,0.0,12.0,0.0,17.0,69.0,45.0,8.0,4.0,6.1,3.0,10.3,4.4,25713.0,2554.0,17.7,6.0,15.3,2.6,20.8,3.5,17.0,4.1,9.9,5.4,12.3,10.5,11.6,4.9,0.0,1.2,0.0,2.3,0.0,1.3,5.2,3.4,0.2,0.1,0.2845,0.7699,0.6987,0.7531,2.5063,0.6695,0.431,0.6192,0.8243,0.6318,2.5063,0.8243,0.431,0.887,1.318,0.6653,0.0,0.0,0.0,0.364,0.3431,0.7071,0.0377,7.0377,0.5565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,205.0,11.2,5.9,2748.0
170,44,RHODE ISLAND,RI,44007,Providence,44007015900,"Census Tract 159, Providence County, Rhode Island",0.2868699,3454.0,333.0,1292.0,67.0,1240.0,85.0,407.0,265.0,242.0,110.0,23272.0,3173.0,413.0,128.0,294.0,64.0,763.0,202.0,591.0,171.0,187.0,84.3,1206.0,500.8,78.0,74.1,78.0,62.4,0.0,12.0,1.0,14.4,77.0,52.0,5.0,7.0,11.9,7.7,11.7,4.9,23272.0,3173.0,17.8,5.3,8.5,2.0,22.1,5.4,17.3,5.0,15.1,6.7,34.9,14.1,2.4,2.3,6.0,4.8,0.0,2.7,0.1,1.2,6.2,4.1,0.1,0.2,0.5565,0.8577,0.749,0.7615,2.9247,0.7741,0.1297,0.7197,0.8494,0.7782,2.477,0.8159,0.7615,0.59,1.3515,0.6862,0.4017,0.0,0.2845,0.4393,0.2469,1.3724,0.1757,8.1255,0.6904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,174.0,7.3,4.9,2823.0
